TPC codegen census, configuration: tpcds-nopadding
commit:      a821cc2e8d1
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=false, statistics injected=false, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1064 stages  ok 1064
  tpcds-v2.7       32 queries   498 stages  ok 498
  tpcds-mod        21 queries   132 stages  interpreted 1, ok 131; past 8000: q3

set	query	stage	bytes	constant pool	band	operators
tpcds-v2.7	q78	3	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q78	14	420	307	ok	Sort < Filter < HashAggregate
tpcds-v2.7	q78	13	529	332	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < SortMergeJoin
tpcds-v2.7	q78	9	120	124	ok	Sort
tpcds-v2.7	q78	8	548	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q78	11	120	124	ok	Sort
tpcds-v2.7	q78	10	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q78	22	420	307	ok	Sort < Filter < HashAggregate
tpcds-v2.7	q78	21	529	332	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < SortMergeJoin
tpcds-v2.7	q78	17	120	124	ok	Sort
tpcds-v2.7	q78	16	548	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q78	19	120	124	ok	Sort
tpcds-v2.7	q78	18	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q80a	100	424	254	ok	HashAggregate
tpcds-v2.7	q80a	99	424	254	ok	HashAggregate
tpcds-v2.7	q80a	32	568	258	ok	HashAggregate
tpcds-v2.7	q80a	31	288	249	ok	HashAggregate
tpcds-v2.7	q80a	10	509	285	ok	HashAggregate
tpcds-v2.7	q80a	9	481	299	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v2.7	q80a	2	120	124	ok	Sort
tpcds-v2.7	q80a	1	566	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q80a	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q80a	4	120	124	ok	Sort
tpcds-v2.7	q80a	3	400	157	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q80a	6	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q80a	7	308	147	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q80a	8	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q80a	20	509	285	ok	HashAggregate
tpcds-v2.7	q80a	19	481	299	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v2.7	q80a	12	120	124	ok	Sort
tpcds-v2.7	q80a	11	566	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q80a	14	120	124	ok	Sort
tpcds-v2.7	q80a	13	400	157	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q80a	16	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q80a	30	509	285	ok	HashAggregate
tpcds-v2.7	q80a	29	481	299	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v2.7	q80a	22	120	124	ok	Sort
tpcds-v2.7	q80a	21	566	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q80a	24	120	124	ok	Sort
tpcds-v2.7	q80a	23	400	157	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q80a	26	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q80a	65	445	250	ok	HashAggregate
tpcds-v2.7	q80a	64	383	293	ok	HashAggregate < HashAggregate
tpcds-v2.7	q80a	98	427	192	ok	HashAggregate
tpcds-v2.7	q80a	97	382	313	ok	HashAggregate < HashAggregate
tpcds-v2.7	q86a	15	234	121	ok	Project
tpcds-v2.7	q86a	14	120	124	ok	Sort
tpcds-v2.7	q86a	13	329	262	ok	HashAggregate
tpcds-v2.7	q86a	12	329	454	ok	HashAggregate < Union < HashAggregate < HashAggregate < HashAggregate
tpcds-v2.7	q86a	3	275	288	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q86a	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q86a	2	321	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q86a	7	190	298	ok	HashAggregate < HashAggregate
tpcds-v2.7	q86a	11	186	283	ok	HashAggregate < HashAggregate
tpcds-v2.7	q98	7	120	124	ok	Sort
tpcds-v2.7	q98	6	529	143	ok	Project
tpcds-v2.7	q98	5	120	124	ok	Sort
tpcds-v2.7	q98	4	377	245	ok	HashAggregate
tpcds-v2.7	q98	3	345	295	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q98	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q98	1	634	167	ok	Filter < ColumnarToRow
tpcds-mod	q3	4	238	248	ok	HashAggregate
tpcds-mod	q3	3	12214	683	interpreted	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-mod	q3	1	327	162	ok	Filter < ColumnarToRow
tpcds-mod	q3	2	402	153	ok	Project < Filter < ColumnarToRow
tpcds-mod	q7	6	852	278	ok	HashAggregate
tpcds-mod	q7	5	400	310	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q7	1	365	137	ok	Project < Filter < ColumnarToRow
tpcds-mod	q7	1	524	151	ok	Project < Filter < ColumnarToRow
tpcds-mod	q7	3	272	150	ok	Filter < ColumnarToRow
tpcds-mod	q7	4	465	151	ok	Project < Filter < ColumnarToRow
tpcds-mod	q10	9	431	230	ok	HashAggregate
tpcds-mod	q10	8	424	282	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q10	3	219	180	ok	Union < Project < BroadcastHashJoin < Filter < ColumnarToRow < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q10	1	419	135	ok	Project < Filter < ColumnarToRow
tpcds-mod	q10	5	215	142	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q10	6	424	147	ok	Project < Filter < ColumnarToRow
tpcds-mod	q10	7	624	153	ok	Filter < ColumnarToRow
tpcds-mod	q19	7	275	248	ok	HashAggregate
tpcds-mod	q19	6	478	289	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-mod	q19	1	461	162	ok	Filter < ColumnarToRow
tpcds-mod	q19	2	499	153	ok	Project < Filter < ColumnarToRow
tpcds-mod	q19	3	281	135	ok	Filter < ColumnarToRow
tpcds-mod	q19	4	281	146	ok	Filter < ColumnarToRow
tpcds-mod	q19	5	281	146	ok	Filter < ColumnarToRow
tpcds-mod	q27	16	914	430	ok	Union < HashAggregate < HashAggregate < HashAggregate
tpcds-mod	q27	5	438	310	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q27	1	365	137	ok	Project < Filter < ColumnarToRow
tpcds-mod	q27	1	524	151	ok	Project < Filter < ColumnarToRow
tpcds-mod	q27	3	431	158	ok	Filter < ColumnarToRow
tpcds-mod	q27	4	272	150	ok	Filter < ColumnarToRow
tpcds-mod	q27	10	400	310	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q27	8	408	151	ok	Project < Filter < ColumnarToRow
tpcds-mod	q27	15	357	228	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q27	14	214	135	ok	Filter < ColumnarToRow
tpcds-mod	q34	7	120	124	ok	Sort
tpcds-mod	q34	6	170	235	ok	Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-mod	q34	4	385	282	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q34	1	712	137	ok	Project < Filter < ColumnarToRow
tpcds-mod	q34	2	496	147	ok	Project < Filter < ColumnarToRow
tpcds-mod	q34	3	704	173	ok	Project < Filter < ColumnarToRow
tpcds-mod	q34	5	419	150	ok	Filter < ColumnarToRow
tpcds-mod	q42	4	238	248	ok	HashAggregate
tpcds-mod	q42	3	471	285	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-mod	q42	1	327	162	ok	Filter < ColumnarToRow
tpcds-mod	q42	2	400	153	ok	Project < Filter < ColumnarToRow
tpcds-mod	q43	4	704	279	ok	HashAggregate
tpcds-mod	q43	3	396	293	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-mod	q43	1	327	162	ok	Filter < ColumnarToRow
tpcds-mod	q43	2	405	160	ok	Project < Filter < ColumnarToRow
tpcds-mod	q46	8	281	259	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-mod	q46	5	440	294	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q46	1	4900	135	ok	Project < Filter < ColumnarToRow
tpcds-mod	q46	2	424	147	ok	Project < Filter < ColumnarToRow
tpcds-mod	q46	3	396	135	ok	Project < Filter < ColumnarToRow
tpcds-mod	q46	4	281	146	ok	Filter < ColumnarToRow
tpcds-mod	q46	6	388	150	ok	Filter < ColumnarToRow
tpcds-mod	q52	4	238	248	ok	HashAggregate
tpcds-mod	q52	3	471	285	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-mod	q52	1	327	162	ok	Filter < ColumnarToRow
tpcds-mod	q52	2	400	153	ok	Project < Filter < ColumnarToRow
tpcds-mod	q53	7	483	155	ok	Project < Filter
tpcds-mod	q53	6	120	124	ok	Sort
tpcds-mod	q53	5	245	238	ok	HashAggregate
tpcds-mod	q53	4	1441	314	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-mod	q53	1	394	162	ok	Filter < ColumnarToRow
tpcds-mod	q53	1	540	144	ok	Project < Filter < ColumnarToRow
tpcds-mod	q53	3	214	135	ok	Filter < ColumnarToRow
tpcds-mod	q55	4	201	248	ok	HashAggregate
tpcds-mod	q55	3	478	289	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-mod	q55	1	327	162	ok	Filter < ColumnarToRow
tpcds-mod	q55	2	401	153	ok	Project < Filter < ColumnarToRow
tpcds-mod	q59	10	390	281	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-mod	q59	2	396	295	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q59	1	339	150	ok	Filter < ColumnarToRow
tpcds-mod	q59	3	339	153	ok	Filter < ColumnarToRow
tpcds-mod	q59	4	341	135	ok	Project < Filter < ColumnarToRow
tpcds-mod	q59	9	355	275	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-mod	q59	6	354	293	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q59	7	281	146	ok	Filter < ColumnarToRow
tpcds-mod	q59	8	341	135	ok	Project < Filter < ColumnarToRow
tpcds-mod	q63	7	483	155	ok	Project < Filter
tpcds-mod	q63	6	120	124	ok	Sort
tpcds-mod	q63	5	245	238	ok	HashAggregate
tpcds-mod	q63	4	1441	314	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-mod	q63	1	394	162	ok	Filter < ColumnarToRow
tpcds-mod	q63	1	540	144	ok	Project < Filter < ColumnarToRow
tpcds-mod	q63	3	214	135	ok	Filter < ColumnarToRow
tpcds-mod	q65	9	180	133	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q65	3	238	239	ok	Filter < HashAggregate
tpcds-mod	q65	2	330	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q65	1	411	137	ok	Project < Filter < ColumnarToRow
tpcds-mod	q65	4	431	159	ok	Filter < ColumnarToRow
tpcds-mod	q65	8	350	275	ok	Filter < HashAggregate
tpcds-mod	q65	7	273	288	ok	HashAggregate < HashAggregate
tpcds-mod	q65	6	275	283	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q68	8	316	266	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-mod	q68	5	440	296	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q68	1	1516	135	ok	Project < Filter < ColumnarToRow
tpcds-mod	q68	2	353	147	ok	Project < Filter < ColumnarToRow
tpcds-mod	q68	3	396	135	ok	Project < Filter < ColumnarToRow
tpcds-mod	q68	4	281	146	ok	Filter < ColumnarToRow
tpcds-mod	q68	6	388	150	ok	Filter < ColumnarToRow
tpcds-mod	q73	7	120	124	ok	Sort
tpcds-mod	q73	6	170	233	ok	Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-mod	q73	4	385	282	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q73	1	1516	135	ok	Project < Filter < ColumnarToRow
tpcds-mod	q73	2	400	147	ok	Project < Filter < ColumnarToRow
tpcds-mod	q73	3	702	171	ok	Project < Filter < ColumnarToRow
tpcds-mod	q73	5	419	150	ok	Filter < ColumnarToRow
tpcds-mod	q79	6	281	259	ok	Project < BroadcastHashJoin < HashAggregate
tpcds-mod	q79	4	385	294	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q79	1	498	137	ok	Project < Filter < ColumnarToRow
tpcds-mod	q79	2	399	150	ok	Project < Filter < ColumnarToRow
tpcds-mod	q79	3	397	135	ok	Project < Filter < ColumnarToRow
tpcds-mod	q79	5	321	150	ok	Filter < ColumnarToRow
tpcds-mod	q89	7	709	168	ok	Project < Filter
tpcds-mod	q89	6	120	124	ok	Sort
tpcds-mod	q89	5	409	248	ok	HashAggregate
tpcds-mod	q89	4	992	294	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q89	1	394	162	ok	Filter < ColumnarToRow
tpcds-mod	q89	1	423	144	ok	Project < Filter < ColumnarToRow
tpcds-mod	q89	3	321	150	ok	Filter < ColumnarToRow
tpcds-mod	q98	7	383	169	ok	Project < Sort
tpcds-mod	q98	6	529	143	ok	Project
tpcds-mod	q98	5	120	124	ok	Sort
tpcds-mod	q98	4	377	245	ok	HashAggregate
tpcds-mod	q98	3	345	295	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-mod	q98	1	411	137	ok	Project < Filter < ColumnarToRow
tpcds-mod	q98	1	634	167	ok	Filter < ColumnarToRow
tpcds-mod	ss_max	3	475	284	ok	HashAggregate
tpcds-mod	ss_max	2	447	509	ok	HashAggregate < HashAggregate
tpcds-mod	ss_max	1	525	403	ok	HashAggregate < ColumnarToRow
