TPC codegen census, configuration: tpcds-nopadding
commit:      a821cc2e8d1
java:        25.0.4.1
settings:    spark.sql.readSideCharPadding=false, statistics injected=false, spark.sql.codegen.hugeMethodLimit=65535, spark.sql.adaptive.enabled=false
under AQE:   the same walk with spark.sql.adaptive.enabled=true finds 0 stages in these queries
bands:       ok <= 8000 bytes < interpreted <= 65535 bytes < fallback

summary
  tpcds-v1.4      103 queries  1064 stages  ok 1064
  tpcds-v2.7       32 queries   498 stages  ok 498
  tpcds-mod        21 queries   132 stages  interpreted 1, ok 131; past 8000: q3

set	query	stage	bytes	constant pool	band	operators
tpcds-v1.4	q80	7	308	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	8	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	20	509	285	ok	HashAggregate
tpcds-v1.4	q80	19	481	299	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q80	12	120	124	ok	Sort
tpcds-v1.4	q80	11	566	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q80	14	120	124	ok	Sort
tpcds-v1.4	q80	13	400	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	16	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q80	30	509	285	ok	HashAggregate
tpcds-v1.4	q80	29	481	299	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q80	22	120	124	ok	Sort
tpcds-v1.4	q80	21	566	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q80	24	120	124	ok	Sort
tpcds-v1.4	q80	23	400	157	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q80	26	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q81	14	186	259	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < HashAggregate
tpcds-v1.4	q81	3	330	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q81	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q81	2	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q81	11	398	345	ok	Filter < HashAggregate < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q81	6	275	276	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q81	5	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q81	10	188	248	ok	HashAggregate
tpcds-v1.4	q81	9	275	292	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q81	12	486	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q81	13	849	170	ok	Filter < ColumnarToRow
tpcds-v1.4	q82	5	244	254	ok	HashAggregate
tpcds-v1.4	q82	4	247	287	ok	HashAggregate < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q82	3	479	145	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q82	1	398	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q82	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q83	18	174	244	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q83	5	244	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q83	3	215	133	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q83	2	142	129	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q83	1	340	139	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q83	1	281	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q83	11	174	233	ok	HashAggregate
tpcds-v1.4	q83	10	244	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q83	17	174	233	ok	HashAggregate
tpcds-v1.4	q83	16	244	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q84	6	187	144	ok	Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q84	5	290	133	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q84	1	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q84	2	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q84	3	281	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q84	4	374	137	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q85	9	659	278	ok	HashAggregate
tpcds-v1.4	q85	8	515	306	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q85	1	1519	166	ok	Filter < ColumnarToRow
tpcds-v1.4	q85	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q85	2	214	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q85	3	576	154	ok	Filter < ColumnarToRow
tpcds-v1.4	q85	4	348	146	ok	Filter < ColumnarToRow
tpcds-v1.4	q85	5	838	158	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q85	7	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q86	6	235	128	ok	Project
tpcds-v1.4	q86	5	120	124	ok	Sort
tpcds-v1.4	q86	4	547	258	ok	HashAggregate
tpcds-v1.4	q86	3	275	292	ok	HashAggregate < Expand < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q86	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q86	2	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q87	13	108	140	ok	HashAggregate
tpcds-v1.4	q87	12	251	319	ok	HashAggregate < Project < BroadcastHashJoin < BroadcastHashJoin < HashAggregate
tpcds-v1.4	q87	3	275	280	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q87	1	399	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q87	2	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q87	7	244	252	ok	HashAggregate
tpcds-v1.4	q87	6	275	280	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q87	11	244	252	ok	HashAggregate
tpcds-v1.4	q87	10	275	280	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q88	40	582	181	ok	BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < BroadcastNestedLoopJoin < HashAggregate
tpcds-v1.4	q88	4	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q88	1	685	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q88	2	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q88	3	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q88	9	108	140	ok	HashAggregate
tpcds-v1.4	q88	8	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q88	6	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q88	14	108	140	ok	HashAggregate
tpcds-v1.4	q88	13	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q88	11	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q88	19	108	140	ok	HashAggregate
tpcds-v1.4	q88	18	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q88	16	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q88	24	108	140	ok	HashAggregate
tpcds-v1.4	q88	23	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q88	21	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q88	29	108	140	ok	HashAggregate
tpcds-v1.4	q88	28	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q88	26	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q88	34	108	140	ok	HashAggregate
tpcds-v1.4	q88	33	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q88	31	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q88	39	108	140	ok	HashAggregate
tpcds-v1.4	q88	38	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q88	36	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q89	7	709	168	ok	Project < Filter
tpcds-v1.4	q89	6	120	124	ok	Sort
tpcds-v1.4	q89	5	409	248	ok	HashAggregate
tpcds-v1.4	q89	4	992	294	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q89	1	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q89	1	353	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q89	3	321	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q90	10	324	183	ok	Project < BroadcastNestedLoopJoin < HashAggregate
tpcds-v1.4	q90	4	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q90	1	294	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q90	2	339	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q90	3	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q90	9	108	140	ok	HashAggregate
tpcds-v1.4	q90	8	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q90	6	339	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q91	9	120	124	ok	Sort
tpcds-v1.4	q91	8	284	240	ok	HashAggregate
tpcds-v1.4	q91	7	394	279	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q91	1	394	162	ok	Filter < ColumnarToRow
tpcds-v1.4	q91	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q91	3	415	135	ok	Filter < ColumnarToRow
tpcds-v1.4	q91	4	298	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q91	5	655	158	ok	Filter < ColumnarToRow
tpcds-v1.4	q91	6	296	149	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q92	7	155	154	ok	HashAggregate
tpcds-v1.4	q92	6	237	192	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q92	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q92	1	295	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q92	4	379	266	ok	Filter < HashAggregate
tpcds-v1.4	q92	3	275	295	ok	HashAggregate < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q93	7	225	236	ok	HashAggregate
tpcds-v1.4	q93	6	502	278	ok	HashAggregate < Project < BroadcastHashJoin < Project < SortMergeJoin
tpcds-v1.4	q93	2	120	124	ok	Sort
tpcds-v1.4	q93	1	389	153	ok	Project < ColumnarToRow
tpcds-v1.4	q93	4	120	124	ok	Sort
tpcds-v1.4	q93	3	406	149	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q93	5	317	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q94	12	233	184	ok	HashAggregate
tpcds-v1.4	q94	11	379	355	ok	HashAggregate < SortAggregate < SortAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q94	5	648	187	ok	Project < SortMergeJoin
tpcds-v1.4	q94	2	120	124	ok	Sort
tpcds-v1.4	q94	1	568	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q94	4	120	124	ok	Sort
tpcds-v1.4	q94	3	236	142	ok	Project < ColumnarToRow
tpcds-v1.4	q94	7	120	124	ok	Sort
tpcds-v1.4	q94	6	187	142	ok	Project < ColumnarToRow
tpcds-v1.4	q94	8	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q94	9	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q94	10	317	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q95	21	233	184	ok	HashAggregate
tpcds-v1.4	q95	20	377	358	ok	HashAggregate < SortAggregate < SortAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < SortMergeJoin
tpcds-v1.4	q95	8	492	186	ok	SortMergeJoin
tpcds-v1.4	q95	2	120	124	ok	Sort
tpcds-v1.4	q95	1	516	160	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q95	7	387	178	ok	Project < SortMergeJoin
tpcds-v1.4	q95	4	120	124	ok	Sort
tpcds-v1.4	q95	3	281	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q95	6	120	124	ok	Sort
tpcds-v1.4	q95	16	342	178	ok	Project < SortMergeJoin
tpcds-v1.4	q95	10	120	124	ok	Sort
tpcds-v1.4	q95	9	214	142	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q95	15	387	178	ok	Project < SortMergeJoin
tpcds-v1.4	q95	12	120	124	ok	Sort
tpcds-v1.4	q95	14	120	124	ok	Sort
tpcds-v1.4	q95	17	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q95	18	316	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q95	19	317	151	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q96	5	108	140	ok	HashAggregate
tpcds-v1.4	q96	4	287	182	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v1.4	q96	1	294	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q96	2	374	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q96	3	296	147	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q97	8	166	175	ok	HashAggregate
tpcds-v1.4	q97	7	818	252	ok	HashAggregate < Project < SortMergeJoin
tpcds-v1.4	q97	3	241	291	ok	Sort < HashAggregate
tpcds-v1.4	q97	2	244	269	ok	HashAggregate < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q97	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q97	6	241	291	ok	Sort < HashAggregate
tpcds-v1.4	q97	5	244	269	ok	HashAggregate < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v1.4	q98	7	383	169	ok	Project < Sort
tpcds-v1.4	q98	6	529	143	ok	Project
tpcds-v1.4	q98	5	120	124	ok	Sort
tpcds-v1.4	q98	4	377	245	ok	HashAggregate
tpcds-v1.4	q98	3	345	295	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q98	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v1.4	q98	1	634	167	ok	Filter < ColumnarToRow
tpcds-v1.4	q99	6	353	260	ok	HashAggregate
tpcds-v1.4	q99	5	405	294	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v1.4	q99	1	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q99	2	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q99	3	272	150	ok	Filter < ColumnarToRow
tpcds-v1.4	q99	4	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q5a	49	424	254	ok	HashAggregate
tpcds-v2.7	q5a	48	424	254	ok	HashAggregate
tpcds-v2.7	q5a	15	568	258	ok	HashAggregate
tpcds-v2.7	q5a	14	288	249	ok	HashAggregate
tpcds-v2.7	q5a	4	537	280	ok	HashAggregate
tpcds-v2.7	q5a	3	245	337	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Union < Project < Filter < ColumnarToRow < Project < Filter < ColumnarToRow
tpcds-v2.7	q5a	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q5a	2	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q5a	8	537	280	ok	HashAggregate
tpcds-v2.7	q5a	7	245	337	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Union < Project < Filter < ColumnarToRow < Project < Filter < ColumnarToRow
tpcds-v2.7	q5a	6	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q5a	13	537	280	ok	HashAggregate
tpcds-v2.7	q5a	12	278	337	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Union < Project < Filter < ColumnarToRow < Project < BroadcastHashJoin < Project < Filter < ColumnarToRow
tpcds-v2.7	q5a	9	395	155	ok	ColumnarToRow
tpcds-v2.7	q5a	11	272	150	ok	Filter < ColumnarToRow
tpcds-v2.7	q5a	31	445	250	ok	HashAggregate
tpcds-v2.7	q5a	30	383	293	ok	HashAggregate < HashAggregate
tpcds-v2.7	q5a	47	427	192	ok	HashAggregate
tpcds-v2.7	q5a	46	382	313	ok	HashAggregate < HashAggregate
tpcds-v2.7	q6	9	156	224	ok	Filter < HashAggregate
tpcds-v2.7	q6	8	244	278	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q6	1	281	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q6	2	339	151	ok	Filter < ColumnarToRow
tpcds-v2.7	q6	1	288	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q6	2	244	242	ok	HashAggregate
tpcds-v2.7	q6	1	388	271	ok	HashAggregate < Project < Filter < ColumnarToRow
tpcds-v2.7	q6	7	273	147	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q6	6	331	326	ok	Filter < HashAggregate < Project < BroadcastHashJoin < HashAggregate
tpcds-v2.7	q6	4	246	279	ok	HashAggregate < Filter < ColumnarToRow
tpcds-v2.7	q6	5	278	153	ok	Filter < ColumnarToRow
tpcds-v2.7	q10a	9	431	230	ok	HashAggregate
tpcds-v2.7	q10a	8	424	282	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q10a	2	142	136	ok	Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q10a	1	419	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q10a	5	145	174	ok	Union < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q10a	6	424	147	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q10a	7	624	153	ok	Filter < ColumnarToRow
tpcds-v2.7	q11	16	378	263	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < HashAggregate
tpcds-v2.7	q11	3	577	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q11	1	382	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q11	1	307	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q11	7	378	248	ok	HashAggregate
tpcds-v2.7	q11	6	577	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q11	4	382	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q11	1	307	135	ok	Filter < ColumnarToRow
tpcds-v2.7	q11	11	403	253	ok	Filter < HashAggregate
tpcds-v2.7	q11	10	577	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q11	8	382	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q11	15	378	248	ok	HashAggregate
tpcds-v2.7	q11	14	577	286	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q11	12	382	162	ok	Filter < ColumnarToRow
tpcds-v2.7	q12	6	529	143	ok	Project
tpcds-v2.7	q12	5	120	124	ok	Sort
tpcds-v2.7	q12	4	377	245	ok	HashAggregate
tpcds-v2.7	q12	3	345	295	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q12	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q12	1	634	167	ok	Filter < ColumnarToRow
tpcds-v2.7	q14	52	320	280	ok	BroadcastHashJoin < Filter < HashAggregate
tpcds-v2.7	q14	5	288	199	ok	HashAggregate
tpcds-v2.7	q14	4	142	250	ok	HashAggregate < Union < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q14	25	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14	1	288	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q14	1	446	139	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q14	11	290	133	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14	10	244	260	ok	BroadcastHashJoin < HashAggregate
tpcds-v2.7	q14	6	244	269	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q14	4	345	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14	3	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14	1	370	142	ok	Filter < ColumnarToRow
tpcds-v2.7	q14	9	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14	23	345	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14	51	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14	50	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14	1	288	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q14	1	446	139	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q14a	401	294	272	ok	HashAggregate
tpcds-v2.7	q14a	400	294	272	ok	HashAggregate
tpcds-v2.7	q14a	79	338	279	ok	HashAggregate
tpcds-v2.7	q14a	26	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	5	288	199	ok	HashAggregate
tpcds-v2.7	q14a	4	142	250	ok	HashAggregate < Union < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow < Project < BroadcastHashJoin < ColumnarToRow
tpcds-v2.7	q14a	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q14a	25	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14a	1	375	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q14a	11	290	133	ok	Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14a	10	244	260	ok	BroadcastHashJoin < HashAggregate
tpcds-v2.7	q14a	6	244	269	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14a	1	341	135	ok	Project < Filter < ColumnarToRow
tpcds-v2.7	q14a	4	345	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14a	3	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14a	1	370	142	ok	Filter < ColumnarToRow
tpcds-v2.7	q14a	9	180	140	ok	Project < BroadcastHashJoin < Project < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14a	23	180	133	ok	BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14a	52	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	51	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14a	78	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	77	236	250	ok	HashAggregate < Project < BroadcastHashJoin < Project < BroadcastHashJoin < BroadcastHashJoin < Filter < ColumnarToRow
tpcds-v2.7	q14a	159	311	279	ok	HashAggregate
tpcds-v2.7	q14a	158	244	318	ok	HashAggregate < HashAggregate
tpcds-v2.7	q14a	105	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	131	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	157	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	239	284	279	ok	HashAggregate
tpcds-v2.7	q14a	238	240	318	ok	HashAggregate < HashAggregate
tpcds-v2.7	q14a	185	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	211	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	237	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	319	257	271	ok	HashAggregate
tpcds-v2.7	q14a	318	236	318	ok	HashAggregate < HashAggregate
tpcds-v2.7	q14a	265	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	291	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	317	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	399	253	195	ok	HashAggregate
tpcds-v2.7	q14a	398	235	323	ok	HashAggregate < HashAggregate
tpcds-v2.7	q14a	345	439	277	ok	Filter < HashAggregate
tpcds-v2.7	q14a	371	439	277	ok	Filter < HashAggregate
